actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Randal Kleiser,Adventure|Drama,white fang,Seymour CasselKlaus Maria BrandauerSusan HoganRandal KleiserAdventure|Drama
Will Ferrell,Elaine Hendrix,Molly Shannon,Bruce McCulloch,Comedy|Romance,superstar,Will FerrellElaine HendrixMolly ShannonBruce McCullochComedy|Romance
Meryl Streep,Jim Broadbent,Olivia Colman,Phyllida Lloyd,Biography|Drama|History,the iron lady,Meryl StreepJim BroadbentOlivia ColmanPhyllida LloydBiography|Drama|History
Phil Vischer,Mike Nawrocki,Shelby Vischer,Mike Nawrocki,Adventure|Animation|Comedy|Drama|Family|Musical,jonah: a veggietales movie,Phil VischerMike NawrockiShelby VischerMike NawrockiAdventure|Animation|Comedy|Drama|Family|Musical
Janet Jackson,Khandi Alexander,Maya Angelou,John Singleton,Drama|Romance,poetic justice,Janet JacksonKhandi AlexanderMaya AngelouJohn SingletonDrama|Romance
Mike Epps,Roger Guenveur Smith,Gino Salvano,Kevin Bray,Action|Comedy|Crime|Thriller,all about the benjamins,Mike EppsRoger Guenveur SmithGino SalvanoKevin BrayAction|Comedy|Crime|Thriller
John Witherspoon,W. Earl Brown,Allen Payne,Wes Craven,Comedy|Fantasy|Horror|Romance,vampire in brooklyn,John WitherspoonW. Earl BrownAllen PayneWes CravenComedy|Fantasy|Horror|Romance
Linda Blair,Richard Burton,Ned Beatty,John Boorman,Horror,exorcist ii: the heretic,Linda BlairRichard BurtonNed BeattyJohn BoormanHorror
Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Courtney Solomon,Horror|Mystery|Thriller,an american haunting,Sissy SpacekJames D'ArcyVernon DobtcheffCourtney SolomonHorror|Mystery|Thriller
Carmen Electra,Tyler Labine,Molly Shannon,David Zucker,Comedy|Romance,my boss's daughter,Carmen ElectraTyler LabineMolly ShannonDavid ZuckerComedy|Romance
Chris Hemsworth,Milla Jovovich,Marley Shelton,David Twohy,Adventure|Mystery|Thriller,a perfect getaway,Chris HemsworthMilla JovovichMarley SheltonDavid TwohyAdventure|Mystery|Thriller
America Ferrera,Lance Gross,Lupe Ontiveros,Rick Famuyiwa,Comedy|Romance,our family wedding,America FerreraLance GrossLupe OntiverosRick FamuyiwaComedy|Romance
Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Alan Cohn,Comedy,dead man on campus,Alyson HanniganLinda CardelliniPoppy MontgomeryAlan CohnComedy
Lily Tomlin,Joan Plowright,Paolo Seganti,Franco Zeffirelli,Comedy|Drama|War,tea with mussolini,Lily TomlinJoan PlowrightPaolo SegantiFranco ZeffirelliComedy|Drama|War
Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Tom Holland,Fantasy|Horror,thinner,Joe MantegnaBethany Joy LenzKari WuhrerTom HollandFantasy|Horror
Robert De Niro,Liza Minnelli,Mary Kay Place,Martin Scorsese,Drama|Music|Musical|Romance,"new york, new york",Robert De NiroLiza MinnelliMary Kay PlaceMartin ScorseseDrama|Music|Musical|Romance
Alfre Woodard,Delroy Lindo,Isaiah Washington,Spike Lee,Comedy|Drama,crooklyn,Alfre WoodardDelroy LindoIsaiah WashingtonSpike LeeComedy|Drama
Steve Buscemi,Eliza Coupe,Wendell Pierce,Chris Rock,Comedy|Drama|Romance,i think i love my wife,Steve BuscemiEliza CoupeWendell PierceChris RockComedy|Drama|Romance
Peter Mensah,Kane Hodder,Lexa Doig,James Isaac,Action|Horror|Sci-Fi|Thriller,jason x,Peter MensahKane HodderLexa DoigJames IsaacAction|Horror|Sci-Fi|Thriller
Frankie Muniz,Donald Faison,Lee Majors,Shawn Levy,Adventure|Comedy|Family,big fat liar,Frankie MunizDonald FaisonLee MajorsShawn LevyAdventure|Comedy|Family
Anthony Hopkins,Nick Cannon,Brian Geraghty,Emilio Estevez,Drama|History,bobby,Anthony HopkinsNick CannonBrian GeraghtyEmilio EstevezDrama|History
Monica Potter,Ivana Milicevic,China Chow,Mark Waters,Comedy|Mystery|Romance,head over heels,Monica PotterIvana MilicevicChina ChowMark WatersComedy|Mystery|Romance
Thomas McDonell,Jackson Nicoll,Osric Chau,Josh Schwartz,Adventure|Comedy,fun size,Thomas McDonellJackson NicollOsric ChauJosh SchwartzAdventure|Comedy
Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Julian Schnabel,Biography|Drama,the diving bell and the butterfly,Emmanuelle SeignerMathieu AmalricIsaach De BankoléJulian SchnabelBiography|Drama
Kate Winslet,Noah Emmerich,Jane Adams,Todd Field,Drama|Romance,little children,Kate WinsletNoah EmmerichJane AdamsTodd FieldDrama|Romance
Norman Reedus,Sharon Lawrence,Noam Jenkins,Davis Guggenheim,Drama|Mystery|Thriller,gossip,Norman ReedusSharon LawrenceNoam JenkinsDavis GuggenheimDrama|Mystery|Thriller
Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Tony Goldwyn,Drama,a walk on the moon,Viggo MortensenJulie KavnerTovah FeldshuhTony GoldwynDrama
Derek Luke,Terry Pheto,Bonnie Henna,Phillip Noyce,Biography|Drama|History,catch a fire,Derek LukeTerry PhetoBonnie HennaPhillip NoyceBiography|Drama|History
Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Stephen Carpenter,Drama|Horror|Mystery|Thriller,soul survivors,Melissa SagemillerAngela FeatherstoneCandace KroslakStephen CarpenterDrama|Horror|Mystery|Thriller
Seth Gilliam,Todd Boyce,Nigel Whitmey,James Ivory,Biography|Drama|History|Romance,jefferson in paris,Seth GilliamTodd BoyceNigel WhitmeyJames IvoryBiography|Drama|History|Romance
Colin Firth,Kristin Scott Thomas,Kris Marshall,Stephan Elliott,Comedy|Romance,easy virtue,Colin FirthKristin Scott ThomasKris MarshallStephan ElliottComedy|Romance
Christopher Lee,Joseph Cotten,Behrouz Vossoughi,James Fargo,Action|Adventure|History,caravans,Christopher LeeJoseph CottenBehrouz VossoughiJames FargoAction|Adventure|History
Lesley Manville,Ruth Sheen,Karl Johnson,Mike Leigh,Biography|Drama|History,mr. turner,Lesley ManvilleRuth SheenKarl JohnsonMike LeighBiography|Drama|History
Mathieu Amalric,Sara Forestier,Edouard Baer,Alain Resnais,Drama|Romance,wild grass,Mathieu AmalricSara ForestierEdouard BaerAlain ResnaisDrama|Romance
Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Costa-Gavras,Biography|Crime|Drama|War,amen.,Sebastian KochMathieu KassovitzUlrich MüheCosta-GavrasBiography|Crime|Drama|War
Woo-sung Jung,Shawn Yue,Kelly Lin,Chao-Bin Su,Action,reign of assassins,Woo-sung JungShawn YueKelly LinChao-Bin SuAction
John Heard,Katherine LaNasa,Mark L. Young,Neil Burger,Comedy|Drama|War,the lucky ones,John HeardKatherine LaNasaMark L. YoungNeil BurgerComedy|Drama|War
Matt Damon,Kieran Culkin,John Gallagher Jr.,Kenneth Lonergan,Drama,margaret,Matt DamonKieran CulkinJohn Gallagher Jr.Kenneth LonerganDrama
Steve Howey,Kenan Thompson,Diora Baird,Bo Zenga,Comedy|Horror,stan helsing,Steve HoweyKenan ThompsonDiora BairdBo ZengaComedy|Horror
Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Rob Reiner,Comedy|Drama|Romance,flipped,Madeline CarrollRebecca De MornayAidan QuinnRob ReinerComedy|Drama|Romance
Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Ang Lee,Drama|Romance,brokeback mountain,Jake GyllenhaalHeath LedgerAnne HathawayAng LeeDrama|Romance
Noel Fisher,Danny Woodburn,Jeremy Howard,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,teenage mutant ninja turtles,Noel FisherDanny WoodburnJeremy HowardJonathan LiebesmanAction|Adventure|Comedy|Sci-Fi
Donald Faison,Dan Hedaya,Elisa Donovan,Amy Heckerling,Comedy|Romance,clueless,Donald FaisonDan HedayaElisa DonovanAmy HeckerlingComedy|Romance
Dennis Quaid,Celia Weston,Michael Gaston,Todd Haynes,Drama|Romance,far from heaven,Dennis QuaidCelia WestonMichael GastonTodd HaynesDrama|Romance
Adam Scott,Gillian Jacobs,Collette Wolfe,Steve Pink,Comedy|Sci-Fi,hot tub time machine 2,Adam ScottGillian JacobsCollette WolfeSteve PinkComedy|Sci-Fi
Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,unknown,Drama,dekalog            ,Krystyna JandaOlaf LubaszenkoOlgierd LukaszewiczunknownDrama
Kate Winslet,Stephen Marcus,Amelia Warner,Philip Kaufman,Biography|Drama,quills,Kate WinsletStephen MarcusAmelia WarnerPhilip KaufmanBiography|Drama
Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Martin McDonagh,Comedy|Crime,seven psychopaths,Abbie CornishGabourey SidibeMichael StuhlbargMartin McDonaghComedy|Crime
Colm Feore,Tamara Tunie,Aunjanue Ellis,Kasi Lemmons,Crime|Drama|Music|Mystery|Thriller,the caveman's valentine,Colm FeoreTamara TunieAunjanue EllisKasi LemmonsCrime|Drama|Music|Mystery|Thriller
Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,unknown,Action|Crime|Drama|Thriller,the border            ,Jacek KomanMarian DziedzielJaroslaw BoberekunknownAction|Crime|Drama|Thriller
Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Oliver Hirschbiegel,Biography|Drama|History|War,downfall,Thomas KretschmannBruno GanzAlexandra Maria LaraOliver HirschbiegelBiography|Drama|History|War
Belén Rueda,Lola Dueñas,Tamar Novas,Alejandro Amenábar,Biography|Drama|Romance,the sea inside,Belén RuedaLola DueñasTamar NovasAlejandro AmenábarBiography|Drama|Romance
Scarlett Johansson,Paul Brannigan,Alison Chand,Jonathan Glazer,Drama|Horror|Sci-Fi|Thriller,under the skin,Scarlett JohanssonPaul BranniganAlison ChandJonathan GlazerDrama|Horror|Sci-Fi|Thriller
Robin Williams,J.T. Walsh,Bruno Kirby,Barry Levinson,Biography|Comedy|Drama|War,"good morning, vietnam",Robin WilliamsJ.T. WalshBruno KirbyBarry LevinsonBiography|Comedy|Drama|War
Jason Mewes,Stephanie Danielson,Michael Rispoli,Hyung-rae Shim,Comedy,the last godfather,Jason MewesStephanie DanielsonMichael RispoliHyung-rae ShimComedy
Usher Raymond,Sean Kingston,Boys II Men,Jon M. Chu,Documentary|Music,justin bieber: never say never,Usher RaymondSean KingstonBoys II MenJon M. ChuDocumentary|Music
Natalie Portman,Mila Kunis,Mark Margolis,Darren Aronofsky,Drama|Thriller,black swan,Natalie PortmanMila KunisMark MargolisDarren AronofskyDrama|Thriller
Gary Oldman,Abbie Cornish,Jennifer Ehle,José Padilha,Action|Crime|Sci-Fi|Thriller,robocop,Gary OldmanAbbie CornishJennifer EhleJosé PadilhaAction|Crime|Sci-Fi|Thriller
Robert De Niro,Al Pacino,Robert Duvall,Francis Ford Coppola,Crime|Drama,the godfather: part ii,Robert De NiroAl PacinoRobert DuvallFrancis Ford CoppolaCrime|Drama
Sean Patrick Thomas,Terry Kinney,Fredro Starr,Thomas Carter,Drama|Music|Romance,save the last dance,Sean Patrick ThomasTerry KinneyFredro StarrThomas CarterDrama|Music|Romance
Tuesday Knight,Rodney Eastman,Brooke Bundy,Renny Harlin,Fantasy|Horror|Thriller,a nightmare on elm street 4: the dream master,Tuesday KnightRodney EastmanBrooke BundyRenny HarlinFantasy|Horror|Thriller
Jennifer Garner,Brighton Sharbino,Martin Henderson,Patricia Riggen,Drama,miracles from heaven,Jennifer GarnerBrighton SharbinoMartin HendersonPatricia RiggenDrama
Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Danny Leiner,Comedy|Mystery,"dude, where's my car?",Jennifer GarnerMary Lynn RajskubMarla SokoloffDanny LeinerComedy|Mystery
Jack Palance,Patrick Wayne,Brian Keith,Christopher Cain,Action|Crime|Drama|Thriller|Western,young guns,Jack PalancePatrick WayneBrian KeithChristopher CainAction|Crime|Drama|Thriller|Western
Bill Murray,Naomi Watts,Reg E. Cathey,Theodore Melfi,Comedy|Drama,st. vincent,Bill MurrayNaomi WattsReg E. CatheyTheodore MelfiComedy|Drama
Joe Lo Truglio,Regina Hall,Bryan Callen,Steve Pink,Comedy|Romance,about last night,Joe Lo TruglioRegina HallBryan CallenSteve PinkComedy|Romance
Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Gil Junger,Comedy|Drama|Romance,10 things i hate about you,Joseph Gordon-LevittHeath LedgerAndrew KeeganGil JungerComedy|Drama|Romance
Zooey Deschanel,Eddie Griffin,Gene Simmons,Ed Decter,Comedy,the new guy,Zooey DeschanelEddie GriffinGene SimmonsEd DecterComedy
Jon Lovitz,Lin Shaye,Bill Nunn,Gene Quintano,Action|Comedy|Crime,loaded weapon 1,Jon LovitzLin ShayeBill NunnGene QuintanoAction|Comedy|Crime
Óscar Jaenada,Brett Cullen,Sedona Legge,Jaume Collet-Serra,Drama|Horror|Thriller,the shallows,Óscar JaenadaBrett CullenSedona LeggeJaume Collet-SerraDrama|Horror|Thriller
Logan Lerman,Eric Stoltz,Cameron Bright,Eric Bress,Sci-Fi|Thriller,the butterfly effect,Logan LermanEric StoltzCameron BrightEric BressSci-Fi|Thriller
Chris Elliott,Mark Webber,Jean Smart,Chris Koch,Adventure|Comedy|Family,snow day,Chris ElliottMark WebberJean SmartChris KochAdventure|Comedy|Family
Mekhi Phifer,Chris Brown,Loretta Devine,Preston A. Whitmore II,Comedy|Drama|Romance,this christmas,Mekhi PhiferChris BrownLoretta DevinePreston A. Whitmore IIComedy|Drama|Romance
Kathleen Turner,Dom DeLuise,Ruby Dee,Bob Clark,Comedy|Crime|Family|Sci-Fi,baby geniuses,Kathleen TurnerDom DeLuiseRuby DeeBob ClarkComedy|Crime|Family|Sci-Fi
Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Kirk Wong,Action|Comedy|Crime|Thriller,the big hit,Bokeem WoodbineElliott GouldAntonio Sabato Jr.Kirk WongAction|Comedy|Crime|Thriller
Gregory Smith,Eartha Kitt,Charlotte Sullivan,Bronwen Hughes,Comedy|Drama|Family,harriet the spy,Gregory SmithEartha KittCharlotte SullivanBronwen HughesComedy|Drama|Family
Jenny Agutter,Beth Grant,Greg Germann,John Lafia,Fantasy|Horror,child's play 2,Jenny AgutterBeth GrantGreg GermannJohn LafiaFantasy|Horror
Leslie Bibb,Kate del Castillo,Henry Simmons,Sam Miller,Crime|Thriller,no good deed,Leslie BibbKate del CastilloHenry SimmonsSam MillerCrime|Thriller
Toby Jones,Alexa Davalos,Jeffrey DeMunn,Frank Darabont,Horror,the mist,Toby JonesAlexa DavalosJeffrey DeMunnFrank DarabontHorror
Elina Alminas,Sonoya Mizuno,Corey Johnson,Alex Garland,Drama|Mystery|Sci-Fi|Thriller,ex machina,Elina AlminasSonoya MizunoCorey JohnsonAlex GarlandDrama|Mystery|Sci-Fi|Thriller
Willie Garson,Orson Bean,Mary Kay Place,Spike Jonze,Comedy|Drama|Fantasy,being john malkovich,Willie GarsonOrson BeanMary Kay PlaceSpike JonzeComedy|Drama|Fantasy
Mo'Nique,Vivica A. Fox,Tamala Jones,Mark Brown,Comedy|Romance,two can play that game,Mo'NiqueVivica A. FoxTamala JonesMark BrownComedy|Romance
Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Dave Green,Adventure|Family|Sci-Fi,earth to echo,Teo HalmElla WahlestedtJason Gray-StanfordDave GreenAdventure|Family|Sci-Fi
Kirsten Dunst,Jay Hernandez,Rolando Molina,John Stockwell,Drama|Romance,crazy/beautiful,Kirsten DunstJay HernandezRolando MolinaJohn StockwellDrama|Romance
Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,Clint Eastwood,Drama|History|War,letters from iwo jima,Yuki MatsuzakiKazunari NinomiyaShidô NakamuraClint EastwoodDrama|History|War
J.K. Simmons,Virginia Madsen,Bruce Dern,Michael Polish,Adventure|Drama|Sci-Fi,the astronaut farmer,J.K. SimmonsVirginia MadsenBruce DernMichael PolishAdventure|Drama|Sci-Fi
LL Cool J,Jada Pinkett Smith,Dave Chappelle,Daisy von Scherler Mayer,Comedy|Romance,woo,LL Cool JJada Pinkett SmithDave ChappelleDaisy von Scherler MayerComedy|Romance
Joan Allen,Jacob Tremblay,Cas Anvar,Lenny Abrahamson,Drama,room,Joan AllenJacob TremblayCas AnvarLenny AbrahamsonDrama
Don Rickles,Jack Warden,Traylor Howard,Bob Saget,Comedy,dirty work,Don RicklesJack WardenTraylor HowardBob SagetComedy
Kathleen Turner,Sam Waterston,Traci Lords,John Waters,Comedy|Crime|Thriller,serial mom,Kathleen TurnerSam WaterstonTraci LordsJohn WatersComedy|Crime|Thriller
Ryan Reynolds,Will Ferrell,Kirsten Dunst,Andrew Fleming,Comedy,dick,Ryan ReynoldsWill FerrellKirsten DunstAndrew FlemingComedy
Michael Nyqvist,David Dencik,Lena Endre,Niels Arden Oplev,Action|Crime|Mystery|Thriller,del 1 - män som hatar kvinnor            ,Michael NyqvistDavid DencikLena EndreNiels Arden OplevAction|Crime|Mystery|Thriller
Rosario Dawson,Vanessa Williams,Robert Ri'chard,Craig Bolotin,Drama|Thriller,light it up,Rosario DawsonVanessa WilliamsRobert Ri'chardCraig BolotinDrama|Thriller
Salma Hayek,Ellen Albertini Dow,Sela Ward,Mark Christopher,Drama|Music,54,Salma HayekEllen Albertini DowSela WardMark ChristopherDrama|Music
Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Blair Hayes,Adventure|Comedy|Romance|Sci-Fi,bubble boy,Jake GyllenhaalGeoffrey ArendMarley SheltonBlair HayesAdventure|Comedy|Romance|Sci-Fi
Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Jez Butterworth,Comedy|Crime|Thriller,birthday girl,Mark GatissMathieu KassovitzBen ChaplinJez ButterworthComedy|Crime|Thriller
Justin Chon,Josie Loren,Sarah Wright,Jon Lucas,Comedy,21 & over,Justin ChonJosie LorenSarah WrightJon LucasComedy
Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Olivier Assayas,Comedy|Drama|Romance,"paris, je t'aime",Steve BuscemiMiranda RichardsonCatalina Sandino MorenoOlivier AssayasComedy|Drama|Romance
Harry Lennix,Kathryn Morris,Peter Coyote,Rod Lurie,Drama|Sport,resurrecting the champ,Harry LennixKathryn MorrisPeter CoyoteRod LurieDrama|Sport
Tina Fey,Sarita Choudhury,Christopher Evan Welch,Paul Weitz,Comedy|Drama|Romance,admission,Tina FeySarita ChoudhuryChristopher Evan WelchPaul WeitzComedy|Drama|Romance
Emir Kusturica,Daniel Auteuil,Yves Jacques,Patrice Leconte,Drama|Romance,the widow of saint-pierre,Emir KusturicaDaniel AuteuilYves JacquesPatrice LeconteDrama|Romance
Liam Neeson,Meghan Heffern,Natalie Lisinska,Atom Egoyan,Drama|Mystery|Romance|Thriller,chloe,Liam NeesonMeghan HeffernNatalie LisinskaAtom EgoyanDrama|Mystery|Romance|Thriller
Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Paul Mazursky,Comedy|Crime|Drama,faithful,Chazz PalminteriRyan O'NealPaul MazurskyPaul MazurskyComedy|Crime|Drama
Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Jim Sheridan,Drama|Thriller,brothers,Natalie PortmanJake GyllenhaalEthan SupleeJim SheridanDrama|Thriller
Peter Dinklage,Vin Diesel,Alex Rocco,Sidney Lumet,Biography|Comedy|Crime|Drama,find me guilty,Peter DinklageVin DieselAlex RoccoSidney LumetBiography|Comedy|Crime|Drama
Logan Lerman,Ezra Miller,Kate Walsh,Stephen Chbosky,Drama|Romance,the perks of being a wallflower,Logan LermanEzra MillerKate WalshStephen ChboskyDrama|Romance
Burt Young,Ian Gomez,Thomas Ian Griffith,Jon Hess,Action,excessive force,Burt YoungIan GomezThomas Ian GriffithJon HessAction
Toby Jones,Isabella Rossellini,Hope Davis,Douglas McGrath,Biography|Crime|Drama,infamous,Toby JonesIsabella RosselliniHope DavisDouglas McGrathBiography|Crime|Drama
Milla Jovovich,Sarah Polley,Shirley Henderson,Michael Winterbottom,Drama|Romance|Western,the claim,Milla JovovichSarah PolleyShirley HendersonMichael WinterbottomDrama|Romance|Western
Djimon Hounsou,Alison Lohman,Dougray Scott,Mark Neveldine,Horror|Thriller,the vatican tapes,Djimon HounsouAlison LohmanDougray ScottMark NeveldineHorror|Thriller
John Boyega,Luke Treadaway,Jodie Whittaker,Joe Cornish,Action|Comedy|Sci-Fi|Thriller,attack the block,John BoyegaLuke TreadawayJodie WhittakerJoe CornishAction|Comedy|Sci-Fi|Thriller
Jelena Jovanova,Nikola Djuricko,Branko Djuric,Angelina Jolie Pitt,Drama|Romance|War,in the land of blood and honey,Jelena JovanovaNikola DjurickoBranko DjuricAngelina Jolie PittDrama|Romance|War
Michael Imperioli,Tara Platt,Roma Maffia,Brad Anderson,Crime|Thriller,the call,Michael ImperioliTara PlattRoma MaffiaBrad AndersonCrime|Thriller
Liam Neeson,Dean Dawson,Jung-jae Lee,John H. Lee,Action|Drama|History|War,operation chromite,Liam NeesonDean DawsonJung-jae LeeJohn H. LeeAction|Drama|History|War
Steve Irwin,Aden Young,Steve Bastoni,John Stainton,Action|Adventure|Comedy|Family,the crocodile hunter: collision course,Steve IrwinAden YoungSteve BastoniJohn StaintonAction|Adventure|Comedy|Family
Dameon Clarke,Louis Herthum,Annie Golden,Glenn Ficarra,Biography|Comedy|Crime|Drama|Romance,i love you phillip morris,Dameon ClarkeLouis HerthumAnnie GoldenGlenn FicarraBiography|Comedy|Crime|Drama|Romance
Rae Dawn Chong,Everett McGill,Gary Schwartz,Jean-Jacques Annaud,Adventure|Drama|History,quest for fire,Rae Dawn ChongEverett McGillGary SchwartzJean-Jacques AnnaudAdventure|Drama|History
Denzel Washington,Kevin Connolly,Derek Luke,Denzel Washington,Biography|Drama,antwone fisher,Denzel WashingtonKevin ConnollyDerek LukeDenzel WashingtonBiography|Drama
Gabriel Millman,Embeth Davidtz,Rob Morrow,Michael Hoffman,Drama,the emperor's club,Gabriel MillmanEmbeth DavidtzRob MorrowMichael HoffmanDrama
Brad Pitt,Gary Oldman,Michael Rapaport,Tony Scott,Action|Crime|Drama|Romance|Thriller,true romance,Brad PittGary OldmanMichael RapaportTony ScottAction|Crime|Drama|Romance|Thriller
Eva Green,Matt Smith,Hannah Murray,Benedek Fliegauf,Drama|Romance|Sci-Fi,womb,Eva GreenMatt SmithHannah MurrayBenedek FliegaufDrama|Romance|Sci-Fi
Kevin Spacey,Al Pacino,Jude Ciccolella,James Foley,Crime|Drama|Mystery,glengarry glen ross,Kevin SpaceyAl PacinoJude CiccolellaJames FoleyCrime|Drama|Mystery
Liam Aiken,Ned Beatty,Jay R. Ferguson,Michael Winterbottom,Crime|Drama|Thriller,the killer inside me,Liam AikenNed BeattyJay R. FergusonMichael WinterbottomCrime|Drama|Thriller
Ed Begley Jr.,Ruby Dee,John Heard,Paul Schrader,Fantasy|Horror|Thriller,cat people,Ed Begley Jr.Ruby DeeJohn HeardPaul SchraderFantasy|Horror|Thriller
Julian Morris,Margo Harshman,Rumer Willis,Stewart Hendler,Horror|Mystery,sorority row,Julian MorrisMargo HarshmanRumer WillisStewart HendlerHorror|Mystery
